title,price,area,volume,type,year,no_rooms,no_bed,no_bath,no_floor,balcony,garden,interior
For rent: Apartment Nieuwe Vijzelstraat in Amsterdam,"€2,350 per month",80 m²,225 m³,Apartment,Before 1906,2,1,1,2,Not present,Not present,nan
For rent: Apartment Molenkade in Vinkeveen,"€1,950 per month",86 m²,215 m³,Apartment,1981-1990,3,2,1,1,Not present,Present (8 m²),nan
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: House Terschellingstraat in Almere,"€1,550 per month",97 m²,275 m³,House,2002,4,3,1,2,Not present,Present,Upholstered
For rent: House Oost Indiëstraat 98 in Haarlem,"€2,500 per month",116 m²,410 m³,House,1923,5,4,1,3,Not present,Present (45 m²),Upholstered
For rent: Apartment Goirkestraat 16 in Tilburg,"€1,350 per month",150 m²,nan,Apartment,nan,3,3,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Bosboom Toussaintstraat in Amsterdam,"€1,950 per month",70 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,Upholstered
For rent: Apartment Mgr. Aengenentlaan in Warmond,"€1,018 per month",50 m²,nan,Apartment,nan,2,1,1,nan,Not present,nan,Upholstered
For rent: Apartment Dordtselaan in Rotterdam,"€1,745 per month",65 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: House Bloemenweg 6 in Sittard,"€1,250 per month",135 m²,nan,House,1948,7,4,1,nan,Not present,"Present (60 m², located on the north-east)",Upholstered
For rent: Apartment Wilhelminastraat in Breda,"€1,200 per month",75 m²,nan,Apartment,nan,2,1,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Singel in Amsterdam,"€4,000 per month",108 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Furnished
For rent: Studio Admiraliteitslaan in Den Bosch,€735 per month,23 m²,nan,Studio,1970,1,1,1,nan,nan,nan,Furnished
For rent: House Laan van het Kinholt in Emmen,"€1,800 per month",126 m²,nan,House,nan,6,5,1,nan,Present,Present (70 m²),Upholstered
For rent: Apartment Prinseneiland in Amsterdam,"€3,000 per month",94 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Furnished
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: House Hattemlaan in Den Haag,"€1,195 per month",70 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: House Van Beverningkstraat in Den Haag,"€1,450 per month",60 m²,nan,House,1912,4,2,1,nan,Present,nan,Furnished
For rent: Apartment In de Watermolen in Duivendrecht,"€2,100 per month",100 m²,nan,Apartment,nan,5,4,1,nan,Not present,Present,Furnished
For rent: House Voorstraat 8 in Kockengen,"€2,750 per month",210 m²,500 m³,House,1946,4,3,2,1,nan,Present,nan
For rent: Apartment Geuzenstraat in Amsterdam,"€1,950 per month",55 m²,188 m³,Apartment,nan,3,2,1,1,Present,Not present,Furnished
For rent: Studio Uiterwaardenstraat in Amsterdam,"€1,449 per month",37 m²,nan,Studio,1936,1,1,nan,1,nan,Not present,Furnished
For rent: House Willem Barentszstraat in Den Bosch,"€1,200 per month",91 m²,nan,House,1962,4,3,1,nan,Present,nan,Furnished
For rent: Apartment Rijngraafstraat in Breda,"€1,495 per month",98 m²,nan,Apartment,2007,3,2,nan,1,nan,Not present,nan
For rent: House Frans van Waesberghestraat in Hulst,"€1,250 per month",102 m²,275 m³,House,2020,3,2,2,2,Not present,Not present,Upholstered
For rent: Apartment Beemsterstraat 546 a8 in Amsterdam,€995 per month,66 m²,nan,Apartment,1969,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Roggekamp in Den Haag,€795 per month,31 m²,nan,Apartment,nan,1,1,nan,nan,Present,Not present,Upholstered
For rent: Apartment Oranjeplein in Maastricht,"€1,150 per month",100 m²,nan,Apartment,nan,3,2,1,1,Present,Not present,Upholstered
For rent: Apartment Johan uten Boomgaarterf 11 in Odijk,"€1,250 per month",60 m²,180 m³,Apartment,2014,3,2,1,1,Present,nan,Furnished
For rent: Studio Torenstraat in Winschoten,€665 per month,23 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered
For rent: Studio Ruilstraat 90 A02 in Rotterdam,€650 per month,14 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered
For rent: House Wisentstraat in Bussum,"€3,250 per month",165 m²,nan,House,nan,6,5,2,nan,Present,nan,Upholstered
For rent: Apartment Langestraat in Enschede,€875 per month,50 m²,nan,Apartment,nan,2,1,1,1,nan,Not present,Upholstered
For rent: House Herenweg 364 in Noordwijkerhout,"€4,500 per month",462 m²,1.755 m³,House,1975,7,4,nan,2,Not present,Present (2.500 m²),Upholstered
For rent: Room Hooiraamhoek in Enschede,€700 per month,16 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Furnished
For rent: Studio Nieuwe Beestenmarkt in Leiden,€995 per month,28 m²,nan,Studio,1910,1,1,1,1,nan,Not present,Upholstered
For rent: House Hollandse Hout in Lelystad,"€3,500 per month",216 m²,nan,House,nan,5,4,2,nan,Not present,Present,Upholstered or furnished
For rent: House Bouwen Ewoutstraat in Vlissingen,"€1,425 per month",103 m²,nan,House,nan,4,3,nan,1,nan,Present,Furnished
For rent: Apartment Zuiderstraat in Zandvoort,"€1,350 per month",65 m²,195 m³,Apartment,1896,2,1,1,2,Not present,nan,Upholstered or furnished
For rent: Apartment Stadhouderskade 88 H in Amsterdam,"€2,400 per month",65 m²,195 m³,Apartment,Before 1906,3,2,nan,1,Not present,Not present,nan
For rent: Studio Oudegracht in Utrecht,€730 per month,24 m²,75 m³,Studio,1818,1,1,1,1,nan,Present,Furnished
For rent: Apartment Westerdoksdijk 291 in Amsterdam,"€2,250 per month",69 m²,172 m³,Apartment,2008,3,2,1,1,Not present,nan,Furnished
For rent: Apartment Jan ten Brinkstraat in Den Haag,"€1,275 per month",60 m²,114 m³,Apartment,1932,3,3,1,1,Present,nan,Upholstered
For rent: House Roseboomlaan 32 in Ede,"€1,195 per month",129 m²,nan,House,2012,4,3,nan,nan,Not present,"Present (55 m², located on the south)",Shell
For rent: House Nassaustraat 139 in Maarssen,"€1,400 per month",60 m²,140 m³,House,1930,3,2,1,2,Not present,Present,Upholstered
For rent: Apartment Boterstraat 10 B in Utrecht,"€1,950 per month",64 m²,195 m³,Apartment,1987,3,2,1,1,Present,nan,Upholstered
For rent: Apartment Straatweg in Rotterdam,"€1,595 per month",70 m²,150 m³,Apartment,1914,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Van Hasseltstraat in Arnhem,€820 per month,42 m²,nan,Apartment,nan,2,2,nan,nan,Present,Not present,Shell
For rent: Room Spijkerstraat in Arnhem,€530 per month,15 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Kraneweg in Groningen,"€1,895 per month",96 m²,nan,Apartment,nan,2,1,nan,nan,nan,Not present,Furnished
For rent: House Bergse Linker Rottekade in Rotterdam,"€2,360 per month",137 m²,nan,House,nan,5,4,1,nan,Not present,"Present (350 m², located on the south)",Upholstered
For rent: Apartment Jacobus Bellamyhove in Zoetermeer,"€1,250 per month",84 m²,nan,Apartment,nan,3,3,nan,nan,Present,Not present,Shell
For rent: Apartment Van Vollenhovenstraat in Rotterdam,"€1,395 per month",84 m²,nan,Apartment,nan,3,3,nan,nan,Present,Not present,Upholstered
For rent: Apartment Spoorlaan in Tilburg,€700 per month,25 m²,nan,Apartment,nan,1,1,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Anna van Burenlaan in Ede,€999 per month,72 m²,nan,Apartment,1960,3,2,1,nan,Present,nan,Upholstered
For rent: House Piet Heinplein 9 in Noordwijk,"€1,995 per month",100 m²,260 m³,House,1937,4,3,1,3,Not present,"Present (30 m², located on the south-west)",Furnished
For rent: Apartment Kapelstraat in Heeze,"€1,695 per month",102 m²,nan,Apartment,nan,3,2,nan,1,nan,Not present,Upholstered
For rent: Apartment Voorstraat in Spijkenisse,€950 per month,35 m²,nan,Apartment,nan,2,1,nan,nan,nan,Present,Furnished
For rent: Apartment Kapoenstraat in Maastricht,"€1,350 per month",62 m²,nan,Apartment,1752,2,1,nan,nan,nan,Not present,Furnished
For rent: Apartment Waterviolier in Breda,"€1,300 per month",90 m²,300 m³,Apartment,2002,3,2,nan,1,Not present,Not present,nan
For rent: Apartment Willemstraat in Eindhoven,"€1,295 per month",60 m²,nan,Apartment,nan,2,1,nan,nan,Not present,Not present,Furnished
For rent: House Merellaan in Vlaardingen,"€1,450 per month",77 m²,nan,House,1936,3,2,1,nan,nan,nan,Furnished
For rent: Apartment Kostverlorenstraat 2 in Zandvoort,"€1,950 per month",80 m²,200 m³,Apartment,1909,3,2,1,1,nan,Present (30 m²),Upholstered
For rent: House Klaverweerd in Maastricht,"€1,350 per month",82 m²,300 m³,House,nan,6,3,1,3,nan,Present (14 m²),Upholstered
For rent: Apartment Aziëlaan in Utrecht,"€2,325 per month",105 m²,263 m³,Apartment,1969,4,3,2,1,Present,Not present,Furnished
For rent: Apartment Cornelis Vermuydenstraat in Amsterdam,"€2,200 per month",75 m²,187 m³,Apartment,nan,3,2,nan,1,nan,Not present,Furnished
For rent: Apartment Snellinckstraat in Rotterdam,"€2,000 per month",125 m²,313 m³,Apartment,1980,3,2,1,1,Present,Not present,Upholstered
For rent: Apartment Brugstraat in Roosendaal,"€1,490 per month",137 m²,nan,Apartment,1906,4,2,1,nan,nan,nan,Furnished
For rent: Apartment Pastoor Habetsstraat in Maastricht,"€1,050 per month",40 m²,nan,Apartment,nan,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Overeind 8 2 in Schalkwijk,€850 per month,40 m²,120 m³,Apartment,1981,2,1,1,1,Not present,nan,Upholstered
For rent: House Augusto Sandinostraat 104 in Utrecht,"€2,000 per month",121 m²,363 m³,House,1993,5,4,1,3,Not present,Present,Furnished
For rent: Apartment Bennekomstraat 77 in Den Haag,"€1,250 per month",66 m²,198 m³,Apartment,1928,4,3,1,1,Not present,nan,nan
For rent: Apartment Sonsbeeksingel in Arnhem,€900 per month,50 m²,nan,Apartment,1975,2,1,1,nan,Present,nan,Furnished
For rent: Apartment Cingelstraat in Breda,"€1,295 per month",70 m²,209 m³,Apartment,1991,3,2,1,1,nan,Present,Upholstered
For rent: Apartment Taalstraat in Vught,"€1,030 per month",45 m²,150 m³,Apartment,1900,2,1,nan,1,Not present,Present (2 m²),Upholstered
For rent: Studio Goirkestraat in Tilburg,"€1,260 per month",70 m²,nan,Studio,nan,2,1,1,1,Present,Not present,Upholstered
For rent: Apartment Vedelring in Etten-Leur,€425 per month,12 m²,nan,Apartment,nan,1,nan,nan,nan,Not present,Present,Upholstered
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: Apartment Hendrik de Keyserstraat in Rotterdam,"€1,250 per month",66 m²,nan,Apartment,nan,2,1,1,nan,Not present,Present,Upholstered
For rent: House Van Spaenstraat 25 in Amstelveen,"€3,250 per month",160 m²,nan,House,nan,5,4,2,nan,Not present,Present (located on the south),Upholstered
For rent: Apartment Kosterstraat 13 c in Zandvoort,"€1,500 per month",50 m²,125 m³,Apartment,1901,2,1,1,1,nan,Not present,Furnished
For rent: Apartment Utrechtsestraat in Arnhem,"€1,200 per month",70 m²,280 m³,Apartment,1970,3,2,nan,1,Present,Not present,Upholstered
For rent: Apartment Houtlaan 397 in Rotterdam,"€3,750 per month",124 m²,nan,Apartment,2022,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Marialaan in Breda,"€1,095 per month",85 m²,nan,Apartment,1963,2,1,1,1,Present,Not present,Upholstered
For rent: Apartment Wilhelminastraat in Amsterdam,"€2,150 per month",51 m²,159 m³,Apartment,1900,3,1,nan,1,Present,Not present,nan
For rent: Studio Wijdstraat in Gouda,€700 per month,27 m²,nan,Studio,nan,2,1,nan,1,nan,Not present,Upholstered
For rent: Apartment Lierderholthuisweg in Lierderholthuis,"€1,000 per month",176 m²,nan,Apartment,nan,4,3,2,nan,Present,nan,Upholstered
For rent: House Oostermoer 44 in Emmeloord,€995 per month,68 m²,nan,House,1989,3,2,1,nan,Not present,Present,Shell
For rent: Apartment Van Lenneplaan in Groningen,"€1,195 per month",87 m²,255 m³,Apartment,1964,3,2,1,1,Present,Not present,Upholstered
For rent: Apartment Holwerdalaan 141 in Voorburg,"€1,350 per month",58 m²,145 m³,Apartment,1962,3,2,1,1,Present,nan,Furnished
For rent: Apartment Tjerk Hiddesstraat in Zandvoort,"€1,650 per month",75 m²,200 m³,Apartment,1960-1970,2,1,nan,1,nan,Not present,Upholstered or furnished
For rent: Apartment Driekoningenstraat in Arnhem,€950 per month,55 m²,nan,Apartment,nan,2,1,1,1,nan,Not present,Upholstered
For rent: Apartment Weverstraat in Tilburg,"€1,000 per month",48 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,Upholstered
For rent: Room Oosterstraat in Enschede,€725 per month,20 m²,nan,Room,nan,2,nan,nan,nan,nan,nan,Upholstered
For rent: House Abbekesdoel in Bleskensgraaf ca,"€1,500 per month",97 m²,nan,House,nan,6,5,nan,nan,Not present,Present,Upholstered
For rent: Apartment De Regent in Eindhoven,"€2,700 per month",110 m²,nan,Apartment,1999,2,1,1,nan,Present,Not present,Furnished
For rent: Apartment Eerste Nassaustraat in Amsterdam,"€2,600 per month",100 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Furnished
For rent: Apartment Burgemeester Engelbertsstraat 36 sous in Zandvoort,"€1,500 per month",50 m²,150 m³,Apartment,1920,2,1,1,1,nan,Present (20 m²),Furnished
For rent: Apartment Pastoor Smitsstraat in Tilburg,"€1,295 per month",90 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,nan
For rent: Apartment Brachthuijzerstraat 1 I in Amsterdam,"€2,200 per month",80 m²,320 m³,Apartment,1906,3,1,1,1,Not present,nan,Upholstered
For rent: Apartment Muzenlaan 108 in Heerlen,€765 per month,101 m²,nan,Apartment,1962,5,4,1,nan,Present,Not present,Shell
For rent: Studio Transvaalstraat in Rotterdam,€665 per month,20 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Bovenkerkerweg 77 in Amstelveen,"€1,900 per month",35 m²,35 m³,Apartment,1993,1,1,nan,1,Not present,Present,Upholstered or furnished
For rent: Apartment Spilstraat in Den Haag,"€1,166 per month",60 m²,nan,Apartment,nan,3,2,1,nan,Not present,Present,Upholstered
For rent: Studio Ploegstraat in Rotterdam,€795 per month,50 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered
For rent: Studio Quinten Matsijsstraat in Tilburg,€630 per month,28 m²,nan,Studio,nan,1,nan,nan,nan,Present,Not present,Upholstered
For rent: Apartment Weverstraat in Tilburg,€900 per month,42 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,Upholstered
For rent: Apartment Heuvelring in Tilburg,"€1,250 per month",58 m²,nan,Apartment,nan,2,1,nan,nan,nan,nan,Upholstered
For rent: Apartment Cantaloupenburg 42 in Den Haag,"€1,850 per month",86 m²,258 m³,Apartment,1921,2,1,nan,1,Not present,nan,Upholstered
For rent: House Winkeldijk 19 AR88 in Vinkeveen,"€1,300 per month",70 m²,nan,House,nan,3,2,1,nan,Not present,Present,Furnished
For rent: Apartment Straatweg in Rotterdam,"€1,595 per month",70 m²,150 m³,Apartment,1914,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Foarwei in Kollumerzwaag,€750 per month,50 m²,nan,Apartment,1897,3,2,1,nan,nan,Present (20 m²),Furnished
For rent: House Korteweg 23 in Haarlem,"€2,095 per month",78 m²,293 m³,House,1916,4,2,1,2,nan,Present (61 m²),Furnished
For rent: Apartment Nieuwe Schoolstraat in Delft,€875 per month,55 m²,nan,Apartment,nan,3,2,1,nan,Not present,"Present (15 m², located on the west)",Upholstered
For rent: Apartment Molenstraat 5 D in Den Haag,"€1,595 per month",46 m²,126 m³,Apartment,1700,1,nan,2,1,Not present,nan,Furnished
For rent: Apartment Steijnlaan in Breda,"€1,250 per month",80 m²,nan,Apartment,nan,3,2,1,nan,Present,Present,Upholstered
For rent: Apartment Amstelveenseweg in Amsterdam,"€3,000 per month",99 m²,314 m³,Apartment,1931-1944,3,2,1,1,Present,"Present (20 m², located on the west)",Furnished
For rent: Apartment Mankesstraat in Den Haag,"€1,550 per month",72 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Studio Roermondsestraat 35 K3 in Venlo,€425 per month,20 m²,nan,Studio,1905,1,1,nan,nan,Not present,Not present,nan
For rent: Apartment Grote Overstraat in Deventer,€725 per month,42 m²,nan,Apartment,nan,2,2,nan,nan,Not present,Not present,Upholstered
For rent: Apartment Graafseweg in Nijmegen,"€1,195 per month",23 m²,57 m³,Apartment,2022,1,nan,1,1,Present,Not present,Furnished
For rent: Apartment Keizersgracht in Amsterdam,"€2,800 per month",109 m²,327 m³,Apartment,Before 1906,3,2,1,2,Not present,Not present,Furnished
For rent: Apartment Chopinplein in Culemborg,"€1,275 per month",91 m²,nan,Apartment,1965,4,3,1,1,nan,Present,Upholstered
For rent: Apartment Kratonkade in Rotterdam,"€1,995 per month",91 m²,245 m³,Apartment,2022,3,2,1,1,Not present,nan,Upholstered
For rent: Apartment Bergse Dorpsstraat in Rotterdam,"€1,395 per month",55 m²,148 m³,Apartment,1897,2,1,1,1,Not present,Present,Upholstered
For rent: House Boterbloem 9 in Purmerend,"€1,500 per month",121 m²,nan,House,nan,4,3,1,nan,Not present,Present,Furnished
For rent: Apartment Eerste Weteringdwarsstraat in Amsterdam,"€2,450 per month",60 m²,150 m³,Apartment,2001-2010,3,2,1,1,Present,Not present,Furnished
For rent: House Zwaluwstraat 21 in Didam,"€1,300 per month",150 m²,400 m³,House,1986,6,5,1,3,nan,Present,Upholstered
For rent: House Kerstomaatplantsoen in Amsterdam,"€1,950 per month",107 m²,267 m³,House,2007,4,3,1,2,Not present,Present,Upholstered or furnished
For rent: Apartment Grote Markt in Groningen,"€1,250 per month",32 m²,nan,Apartment,nan,1,1,nan,nan,nan,Not present,Upholstered
For rent: Apartment Oude Loosdrechtseweg in Hilversum,"€1,495 per month",74 m²,221 m³,Apartment,1959,4,3,1,1,Present,Not present,Furnished
For rent: Apartment Groen van Prinstererstraat in Rotterdam,"€1,250 per month",60 m²,nan,Apartment,nan,2,1,nan,nan,Present,Present,Upholstered
For rent: Apartment Achtkant 11 in Harkstede,"€1,000 per month",85 m²,nan,Apartment,nan,5,4,1,nan,Not present,"Present (121 m², located on the east)",Upholstered
For rent: House Nederlandlaan in Heerlen,€950 per month,125 m²,397 m³,House,1960,3,1,1,3,Present,Not present,Upholstered
For rent: Apartment de Elzas in Helmond,"€1,245 per month",88 m²,212 m³,Apartment,1990,3,2,1,1,nan,Present,Upholstered
For rent: Room De Houtmanstraat in Arnhem,€335 per month,12 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,nan
